kauza	datum	medium	titulek	strana	rubrika	autor	delka
policie	14.06.2016	Mladá fronta DNES	Spor o policii: Chovanec byl u Zemana, věří si	01	Titulní strana	(ole)	847
policie	14.06.2016	Mladá fronta DNES	Smiřování? Zeman zve Babiše a Chovance	01	Titulní strana	(ole)	859
policie	14.06.2016	zpravy.iDNES.cz	Fotbal? Nezájem. Stávkující odboráři ochromili centrum Paříže	00	Zprávy / Zahraniční	ČTK	2825
policie	14.06.2016	novinky.cz	Francouzi masově demonstrovali proti vládě. Při násilnostech zraněny desítky lidí	00	Zahraniční - Evropa		3956
policie	14.06.2016	Právo	Chovanec by měl počkat, zní od lidovců i ze soc. dem.	01	Titulní strana	Karolina Brožová	3941
policie	14.06.2016	Lidové noviny	Stávky i teror zastínily fotbal	06	Svět	JIŘÍ SLÁDEK	6116
policie	13.06.2016	aktualne.cz	Reforma policie se změnila v politický boj. Chovanec na to jde silou, míní Bublan	00	Domácí	Lucie Stuchlíková, Radek Bartoníček	3335
policie	13.06.2016	iHNed.cz	Reforma policie se zvrhla v politický boj. ČSSD ji prosazuje silou, aby ukázala Babišovi, kdo je šéf	00		Lucie Stuchlíková, Radek Bartoníček	3831
policie	13.06.2016	iHNed.cz	Část Babišovy podmínky splněna: Pelikán dostal pozvánku na bezpečnostní radu, po které chce Chovanec podepsat reformu policie	00		ČTK, gal	4180
policie	13.06.2016	Lidové noviny	Benešová: Policejní reforma se kauz dotkne	02	Domov	MARTIN SHABU	3130
policie	13.06.2016	novinky.cz	Chovanec: Nemám pocit, že by byl Zeman proti reorganizaci policie	00	Domácí	zpe	1950
policie	13.06.2016	novinky.cz	Klaus přijel do Lán za Zemanem i s manželkou Livií	00	Domácí	zpe	1449
policie	13.06.2016	iHNed.cz	Ztratíte Šlachtu, ale přidáme vám pět tisíc, slibuje detektivům vedení policie	00		Vojtěch Blažek	3523
policie	13.06.2016	Mladá fronta DNES	Tuhá vládní krize. Kdo ji odskáče?	03	Z domova	Ondřej Leinert	4277
policie	13.06.2016	novinky.cz	Babiš: Zeman vyzval naše ministry, aby neodcházeli z vlády	00	Domácí	zpe	1578
policie	13.06.2016	novinky.cz	Na jednání Bezpečnostní rady státu pozvali šéfa žalobců i Pelikána	00	Domácí	rav	2376
policie	13.06.2016	lidovky.cz	Olomoučtí žalobci v Praze vyslechli policejní špičky. Teď chystají analýzu	00	Zprávy / Domov	ČTK	2316
policie	13.06.2016	lidovky.cz	Pelikán dostal pozvánku na jednání Bezpečnostní rady státu. Babiš čeká i žalobce	00	Zprávy / Domov	ČTK	3078
policie	13.06.2016	Lidové noviny	Vysoká hra o plukovníka Šlachtu	02	Domov	MARTIN SHABU	4566
policie	13.06.2016	zpravy.iDNES.cz	Zeman nás požádal, aby naši ministři neopouštěli vládu, prohlásil Babiš	00	Zprávy / Domácí	iDNES.cz, ČTK	5652
policie	13.06.2016	Hospodářské noviny	Babiš: Jsem jako Sobotka, též se dřív kvůli policii zlobil	03	Události	Luboš Kreč, Martin Ťopek	3139
policie	13.06.2016	Hospodářské noviny	Šlachta stáhne výpověď, když se změny policie odloží	03	Události	Lukáš Prchal, Luboš Kreč	2194
policie	13.06.2016	Právo	Babiš žádá hlavu Chovance, Sobotka k tomu nevidí důvod	01	Titulní strana	Josef Koukal, Jakub Troníček	7578
policie	13.06.2016	Hospodářské noviny	Proč žalobci vyšetřují šéfy policie? Otázky a odpovědi k odchodu Šlachty	03	Události	Petr Koděra, Radek Bartoníček	3831
policie	13.06.2016	Hospodářské noviny	Začal boj, kdo ovládne policii	01	Titulní strana	Vojtěch Blažek, Lukáš Prchal	5294
policie	13.06.2016	iHNed.cz	Chovanec přijel k Zemanovi kvůli sporu v policii. Vysřídal ho Babiš	00		Radek Bartoníček, Lucie Stuchlíková, ČTK	5857
policie	13.06.2016	aktualne.cz	Chovanec a Babiš se přišli k Zemanovi poradit o policii, Klaus oslavit narozeniny. Dostal dort	00	Domácí	Radek Bartoníček, Lucie Stuchlíková	5209
policie	13.06.2016	lidovky.cz	Zeman ke změnám v policii navrhl schůzku s Babišem a Chovancem	00	Zprávy / Domov	ČTK	1968
policie	13.06.2016	Lidové noviny	Justiční normalizace v režii kmotrů	01	Titulní strana	ONDŘEJ KOUTNÍK	7332
policie	12.06.2016	zpravy.iDNES.cz	Chovanec plánuje podpis reformy policie v úterý, Babiš chce jeho rezignaci	00	Zprávy / Domácí	iDNES.cz, Čeněk Třeček	4163
policie	12.06.2016	zpravy.iDNES.cz	Reforma policie je šaškárna, vládu však opouštět nechceme, řekl Babiš	00	Zprávy / Domácí	iDNES.cz, Čeněk Třeček, ČTK	2598
policie	12.06.2016	lidovky.cz	Benešová: Jsme svědky jevu, kdy advokáti megazločinců brání policejní reformu	00	Zprávy / Domov	Lidové noviny, Martin Shabu	3521
policie	12.06.2016	novinky.cz	ANO nechce opustit koalici, řekl Babiš. Změny v policii označil za „šaškárnu”	00	Domácí	svj	1877
policie	12.06.2016	zpravy.rozhlas.cz	Zatím jsem neslyšel argument, proč změny v policii nepodepsat, říká Chovanec	00	politika	ČTK	2549
policie	12.06.2016	zpravy.rozhlas.cz	Babiš: ANO nechce opustit koalici. Chce, aby partneři uznali, že změny v policii nejsou připravené	00	politika	ČTK	3111
policie	12.06.2016	zpravy.rozhlas.cz	Žádné místo mi nenabídli, odmítá Šlachta tvrzení policejního prezidenta Tuhého	00	politika	Evelyna Kulíšková	2224
policie	12.06.2016	novinky.cz	Policejní prezident Tuhý: Mezi útvary byly problémy, museli jsme zasáhnout	00	Domácí	Jakub Troníček	15181
policie	12.06.2016	zpravy.rozhlas.cz	Francouzští piloti dál stávkují, z Prahy proto nevyrazí jeden ranní spoj do Paříže	00	politika	Ondřej Klapal, dab	1470
policie	12.06.2016	iHNed.cz	Pavel Zeman: Celé to vypadá, že hlavním záměrem může být rozebrání Šlachtova útvaru, který má výsledky	00		Ondřej Kundra	6021
policie	11.06.2016	lidovky.cz	Koaliční rozbuška. Ministr Chovanec policii totálně zpolitizoval, míní Ondráčka	00	Zprávy / Domov	Lidovky.cz, Hana Mazancová	4481
policie	11.06.2016	Mladá fronta DNES	Zraněná policie se odmlčí	10	Názory	Miroslav Korecký	3151
policie	11.06.2016	Mladá fronta DNES	Policie v ohrožení	01	Titulní strana	Adéla Paclíková	4659
policie	11.06.2016	Právo	Žalobci zvou vedení policie k výslechu, Tuhý mluví o nátlaku	02	Zpravodajství	Radim Vaculík, Barbora Janáková	4873
policie	11.06.2016	Právo	Kluci a čachry, častovali se Babiš s Chovancem	03	Zpravodajství	(zpe, Novinky.cz)	788
policie	11.06.2016	zpravy.iDNES.cz	S Tuhým už spolupracovat nemůžu, říká odcházející Šlachta	00	Zprávy / Domácí	MF DNES, Adéla Paclíková	3054
policie	11.06.2016	zpravy.rozhlas.cz	Piloti Air France zahájili čtyřdenní stávku, vadí jim reforma zákoníku práce	00	evropa	Jan Šmíd	1681
policie	11.06.2016	zpravy.rozhlas.cz	Piloti Air France zahájili čtyřdenní stávku, vadí jim reforma zákoníku práce	00	evropa	Jan Šmíd	1681
policie	11.06.2016	novinky.cz	Bělobrádek: Vláda může pokračovat i bez ANO	00	Domácí	Karolina Brožová	6018
policie	11.06.2016	novinky.cz	Bělobrádek: Vláda může pokračovat i bez ANO	00	Domácí	Karolina Brožová	6018
policie	11.06.2016	Právo	Bělobrádek: Vláda může pokračovat i bez ANO	01	Titulní strana	Karolina Brožová	5972
policie	11.06.2016	zpravy.rozhlas.cz	Krok Šlachty je emotivní, sblížení ÚOOZ a ÚOKFK je správné, míní Kubiceho náměstek	00	politika	Ondřej Golis,Igor Maňour	2956
policie	11.06.2016	zpravy.rozhlas.cz	Krok Šlachty je emotivní, sblížení ÚOOZ a ÚOKFK je správné, míní Kubiceho náměstek	00	politika	Ondřej Golis,Igor Maňour	2956
policie	11.06.2016	zpravy.iDNES.cz	KOMENTÁŘ: Žalobci nesmí policii diktovat, ANO spor změnilo v boj o Šlachtu	00	Zprávy / Domácí	iDNES.cz, Miroslav Korecký	3119
policie	11.06.2016	Mladá fronta DNES	Válka v koalici	02	Z domova	Ondřej Leinert	3892
policie	11.06.2016	Mladá fronta DNES	Tuhý: Reforma se bude ladit za pochodu	03	Z domova	Karel Hrubeš	2693
policie	11.06.2016	Lidové noviny	Zkrat systému	10	Názory	Martin Zvěřina	2731
policie	11.06.2016	Právo	Šlachtu nikdo odstranit nechtěl, nabídl jsem mu místo šéfa	01	Titulní strana	Jakub Troníček	15434
policie	11.06.2016	Mladá fronta DNES	Někdo si to odskáče, jinak vláda skončí	01	Titulní strana	— Ondřej Leinert	1266
policie	11.06.2016	Právo	Babišovci žádají hlavu Tuhého	02	Zpravodajství	(kab)	1199
policie	11.06.2016	Mladá fronta DNES	Tuhý a já? To už nejde	03	Z domova	Adéla Paclíková	4343
policie	11.06.2016	Lidové noviny	Spojení útvarů. Žalobci hledají motiv	02	Vládní krize	MARTIN SHABU	5799
policie	11.06.2016	lidovky.cz	Šlachta: O tom, že mě chtěli odstavit, náš útvar ví. Díky prověřování stále živé kauzy	00	Zprávy / Domov	Lidovky.cz, Jiří Svatoš, Lidové noviny, Martin Shabu	6896
policie	11.06.2016	Lidové noviny	Vrátil bych se, pokud zruší slučování	03	Vládní krize	MARTIN SHABU	6849
policie	11.06.2016	Právo	Policisté versus politici	06	Publicistika	Lukáš Jelínek	3205
policie	10.06.2016	iHNed.cz	Současný humbuk neodpovídá významu věci, říká o reformě policie šéf bezpečnostního výboru. Tuhému věří	00		Martin Ťopek	6154
policie	10.06.2016	iHNed.cz	Reforma policie se nedotkne živých kauz, ukázala analýza. Podle Chovance tak sloučení nic nebrání	00		ČTK, lou	2161
policie	10.06.2016	zpravy.rozhlas.cz	Reforma policie údajně nedopadne do živých kauz, ukazuje Chovancova analýza	00	politika	Markéta Chaloupská	3333
policie	10.06.2016	zpravy.rozhlas.cz	Kaskadérský kousek, píše Babiš o reformě policie. ANO za ni odmítá nést odpovědnost	00	politika	ČTK, ČRo	2223
policie	10.06.2016	novinky.cz	Šéf protikorupční policie odmítá kritiku, o reformě ví týdny	00	Domácí		965
policie	10.06.2016	Lidové noviny	Končím u policie	01	Titulní strana	ONDŘEJ KOUTNÍK MARTIN SHABU	5229
policie	10.06.2016	novinky.cz	Změny v policii nebudou mít vliv na živé kauzy, ukazuje analýza vnitra	00	Domácí		1683
policie	10.06.2016	zpravy.rozhlas.cz	Reorganizaci policie prošetřují olomoučtí žalobci, Chovanec se obává účelovosti	00	politika	ČRo, ČTK	3672
policie	10.06.2016	zpravy.rozhlas.cz	Je chyba, že se o reorganizaci policie nevedla větší diskuse, říká bývalý ministr vnitra Bublan	00	politika	ČRo, mta	5315
policie	10.06.2016	zpravy.rozhlas.cz	Chování ANO nerespektuje nezávislost policie, prohlásil premiér Sobotka	00	politika	ČRo, ČTK	2802
policie	10.06.2016	aktualne.cz	Robert Šlachta rezignoval na funkci šéfa ÚOOZ. Nemám důvěru ve vedení policie, prohlásil	00	Domácí	Domácí, ČTK	1969
policie	10.06.2016	zpravy.iDNES.cz	Policie odmítla kriminalizaci chystaných změn, o situaci chce jednat	00	Zprávy / Domácí	iDNES.cz, Pavla Kubištová, ČTK	4199
policie	10.06.2016	zpravy.rozhlas.cz	Premiér svolá na úterý kvůli sporům o reorganizaci policie Bezpečnostní radu státu	00	politika	Mikuláš Klang	2072
policie	10.06.2016	zpravy.rozhlas.cz	Olomoucký žalobce Ištvan odmítá, že by vyvíjel tlak na policejního prezidenta a jeho náměstka	00	politika	ČRo	3004
policie	10.06.2016	zpravy.rozhlas.cz	Vedení policie chce, aby se situací kolem reorganizace zabývala Bezpečnostní rada	00	politika	ČRo, mta	2924
policie	10.06.2016	lidovky.cz	Šlachta rezignoval. Končím u policie, řekl po ranní schůzce na Policejním prezidiu	00	Zprávy / Domov	Lidovky.cz	2825
policie	10.06.2016	zpravy.rozhlas.cz	Nevěříme vedení policie, protikorupční útvar je napadený snětí, říká žalobce Šereda	00	politika	Ondřej Golis	6773
policie	10.06.2016	novinky.cz	Babiš s Chovancem se na sociálních sítích hádají kvůli policii	00	Domácí	zpe	1459
policie	10.06.2016	aktualne.cz	Chovanec už má analýzu ke změnám u policie. Živých kauz se nedotknou, píše se v ní	00	Domácí	ČTK	1716
policie	10.06.2016	zpravy.rozhlas.cz	Šéf ÚOOZ Šlachta rezignoval. Oznámil to po schůzce na Policejním prezidiu	00	politika	ČRo, ČTK	3409
policie	10.06.2016	aktualne.cz	Počkejte tři dny, než vychladnou hlavy, říká o Šlachtovi šéf bezpečnostního výboru. Tuhému věří	00	Domácí	Martin Ťopek	5169
policie	10.06.2016	zpravy.iDNES.cz	Babiš naznačil Sobotkovi konec vlády: Za tohle nechceme nést odpovědnost	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký, 5plus2.cz, Miroslava Strnadová	5311
policie	10.06.2016	lidovky.cz	Padne kvůli Šlachtovi vláda? Za Chovance nechceme nést odpovědnost, vzkázal Babiš	00	Zprávy / Domov	Lidovky.cz, ČTK, sva	6086
policie	10.06.2016	zpravy.rozhlas.cz	Bělobrádek: Šlachta je zkušeným policistou, byla by ho škoda. Zkusím mu to rozmluvit	00	politika	ČRo, ČTK	4293
policie	10.06.2016	zpravy.rozhlas.cz	Centrály proti organizované kriminalitě jsou v Rakousku a Slovensku, v Polsku jsou úřady oddělené	00	evropa	Vojtěch Berger,Vít Pohanka	2288
policie	10.06.2016	zpravy.rozhlas.cz	Chovanec: Se Šlachtou jsme si esemeskovali, nepokládal za nutné mě o odchodu informovat	00	politika	ČRo	2133
policie	10.06.2016	zpravy.rozhlas.cz	Šlachta stál v čele ÚOOZ osm let. Před ním se za devět let vystřídalo sedm šéfů	00	politika	Radek Kedroň, ČRo	2207
policie	10.06.2016	zpravy.rozhlas.cz	Chystané změny v policii rozdělují politickou scénu. Zeman se chystá mluvit s aktéry sporu	00	politika	ČRo, ČTK	6070
policie	10.06.2016	zpravy.rozhlas.cz	Válka žalobců a policejních šéfů? Po Nagygate druhý poločas státního převratu, míní Langer	00	politika	Ondřej Golis	5611
policie	10.06.2016	zpravy.rozhlas.cz	Tuhého jsme už jednou kvůli únikům vytěžovali, říká žalobce Ištvan	00	politika	Jana Klímová	3828
policie	10.06.2016	iHNed.cz	Sobotka vyhověl policii, svolal kvůli Šlachtovi bezpečnostní radu. Babiš na ni nedorazí	00		Radek Nohl, hec, pno	10961
policie	10.06.2016	Mladá fronta DNES	Kampaň začala Do Liberce přijel agitovat Babiš, zájem ho zklamal	13	Kraj Liberecký	(sol)	2137
policie	10.06.2016	Lidové noviny	I Slováci mají superútvar. Nepovedl se	02	Domov	ONDŘEJ KOUTNÍK MARTIN SHABU	4892
policie	10.06.2016	Právo	Bitva, která není pro ČSSD výhodná	06	Publicistika	Lukáš Jelínek	3243
policie	10.06.2016	zpravy.iDNES.cz	Šlachta rezignoval. Na prezidiu to vyřídili za patnáct minut	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký, MF DNES, Adéla Paclíková	7403
policie	10.06.2016	Právo	Babiš: Pro nás je to závažné a zásadní. Další fungování vlády by bylo obtížné	01	Titulní strana	Jan Rovenský	2749
policie	10.06.2016	Mladá fronta DNES	A dost, končíme!	02	Z domova	Adéla Paclíková	4446
policie	10.06.2016	Hospodářské noviny	Šlachta na odchodu. Vláda se otřásá	01	Titulní strana	Luboš Kreč, Radek Bartoníček	4702
policie	10.06.2016	zpravy.rozhlas.cz	Doteď nevím jedinou informaci, říká Bradáčová na adresu policejní reformy	00	politika	ČRo, mta	2159
policie	10.06.2016	novinky.cz	Babiš píše Sobotkovi: Byl jste obelhán, za reorganizaci policie odmítáme nést vládní odpovědnost	00	Domácí	zpe	2792
policie	10.06.2016	zpravy.iDNES.cz	KOMENTÁŘ: Kdo si tu dělá z policie předvolební klacek? Všichni, bohužel	00	Zprávy / Domácí	Miroslav Korecký	2871
policie	10.06.2016	Právo	Naštvaný Šlachta ohlásil odchod od policie. Má za sebou ANO i žalobce	01	Titulní strana	Radim Vaculík	5826
policie	10.06.2016	lidovky.cz	Policejní válka rozhádala politiky. Jednání ANO působí jako součást kampaně, říká Sobotka	00	Zprávy / Domov	Lidovky.cz, ČTK	3654
policie	10.06.2016	zpravy.iDNES.cz	Sobotka: Hysterie kolem Šlachty působí dojmem volební kampaně ANO	00	Zprávy / Domácí	iDNES.cz, ČTK	2008
policie	10.06.2016	iHNed.cz	Je to vrchol diletantismu. Musíme jednat se Šlachtou, vyzývají poslanci bezpečnostního výboru	00		Martin Ťopek, Radek Bartoníček	4721
policie	10.06.2016	lidovky.cz	Šlachta: O tom, že mě chtěli odstavit, náš útvar ví. Díky prověřování stále živé kauzy	00	Zprávy / Domov	Lidovky.cz, Jiří Svatoš, Lidové noviny, Martin Shabu	2077
policie	10.06.2016	iHNed.cz	Fotbalové Euro je pro Francii věcí prestiže, výjimečný stav je však nutností, říká francouzský velvyslanec	00		Simone Radačičová	4736
policie	10.06.2016	novinky.cz	Vždycky je naděje, říká syrský spisovatel Nihad Sirees	00	Kultura - SALON	Štěpán Kučera, SALON	6219
policie	09.06.2016	novinky.cz	Smysl mi uniká, říká nejvyšší státní zástupce k reorganizaci policie	00	Domácí	Radim Vaculík	3491
policie	09.06.2016	Právo	Zatím mi uniká smysl toho všeho, nepochopil jsem to	03	Zpravodajství	Radim Vaculík	2982
policie	09.06.2016	Právo	Útvary stříhají metr, od července je má nahradit superúřad	02	Zpravodajství	Jakub Troníček	5496
policie	09.06.2016	Právo	Osud Šlachty trhá koalici	01	Titulní strana	Karolina Brožová	6728
policie	09.06.2016	novinky.cz	Policejní útvary stříhají metr, od července je má nahradit superúřad	00	Domácí	Jakub Troníček	5720
policie	09.06.2016	Mladá fronta DNES	Koaliční válka o policii: Nechte Šlachtu zatýkat	02	Z domova	Jakub Pokorný	4623
policie	09.06.2016	zpravy.iDNES.cz	Šlachta chce odejít do civilu, Babiš zváží setrvání ve vládě	00	Zprávy / Domácí	iDNES.cz, Pavla Kubištová, ČTK	6347
policie	09.06.2016	Lidové noviny	Boj o elitní detektivy štěpí vládu	01	Titulní strana	MARTIN SHABU, ONDŘEJ KOUTNÍK	7456
policie	09.06.2016	Mladá fronta DNES	Policie rozpustí ÚOOZ. Ministr zvažuje odchod	01	Titulní strana	(jp)	687
policie	09.06.2016	Hospodářské noviny	Nový úřad proti mafii vyšetří vraždy i korupci, vzniká ale rychle a tajně	04	Události	Vojtěch Blažek	6085
policie	09.06.2016	lidovky.cz	Šlachta a vedení ÚOOZ chce odejít. ‚Do organizace útvarů bylo zasaženo silově,‘ je znepokojena Bradáčová	00	Zprávy / Domov	Lidové noviny, Ondřej Koutník, Lidové noviny, Martin Sha	4357
policie	09.06.2016	Lidové noviny	Koaliční střet	01	Titulní strana	MARTIN ZVĚŘINA	856
policie	09.06.2016	Hospodářské noviny	POKUŠENÍ PRO TERORISTY	10	Téma	Simone Radačičová	12935
policie	09.06.2016	Právo	Vždycky je naděje	04	Příloha - Salon	Štěpán Kučera	6196
policie	07.06.2016	Mladá fronta DNES	Vyber si svého policajta	03	Z domova	Adéla Paclíková; Karel Hrubeš	7718
policie	06.06.2016	lidovky.cz	Šéfžalobce Zeman napsal kvůli možnému pádu Šlachty ostrý dopis premiéru Sobotkovi	00	Zprávy / Domov	Lidové noviny, Martin Shabu	3535
policie	04.06.2016	zpravy.iDNES.cz	Čína na výročí masakru zpřísnila kontroly, policie lidem prohledává tašky	00	Zprávy / Zahraniční	iDNES.cz, Sabina Netrvalová, ČTK	3512
policie	04.06.2016	Mladá fronta DNES	Bradáčová: Slučovat elitní útvary je nepřijatelné	02	Z domova	- Marek Přibil	2280
policie	03.06.2016	Lidové noviny	Odstranění Šlachty? Politici nechtějí mluvit	04	Domov	MARTIN SHABU	3529
policie	03.06.2016	aktualne.cz	Seina stále stoupá. Francouzi zachraňují sbírky, Louvre začal s evakuací 150 000 děl	00	Zahraničí	Simone Radačičová	2654
policie	03.06.2016	iHNed.cz	Hladina Seiny brzy dosáhne maxima. Paříž kvůli povodním vyklízí Louvre i Musée d’Orsay	00		Simone Radačičová	3415
policie	02.06.2016	aktualne.cz	Francie se zastavila. Týden před Eurem nejezdí vlaky ani metro, policie nasadila slzný plyn	00	Zahraničí	Simone Radačičová	4023
policie	01.06.2016	zpravy.iDNES.cz	Zastánci brexitu velí k imigrační revoluci. Vzorem je jim Austrálie	00	Zprávy / Zahraniční	iDNES.cz, Oldřich Mánert	6241
regsmluv	08.03.2017	Mladá fronta DNES	Ještě se nedohodli a už musí žehlit neshody	02	Z domova	Ondřej Leinert	3924
regsmluv	08.03.2017	Právo	Tající sněhulák	06	Publicistika	Alexandr Mitrofanov	2206
regsmluv	07.03.2017	Právo	Pod svícnem bývá informační tma	06	Publicistika	Petr Kolman	2853
regsmluv	07.03.2017	zpravy.rozhlas.cz	Povodí Vltavy musí zaplatit pokutu 230 tisíc za manipulace veřejných zakázek, potvrdil soud	00	domaci	ČTK	1799
regsmluv	07.03.2017	iHNed.cz	Jak se na Šumavě krade dřevo. O ochranu člověka tu fakt nejde	00		Jiří Hlavenka	6556
regsmluv	06.03.2017	novinky.cz	Neví, pro co hlasoval, vlastní program nezná aneb Bělobrádkova přiznání na Twitteru	00	Domácí	bja	2854
regsmluv	06.03.2017	Mladá fronta DNES	Hříšné zakázky českých špitálů	02	Z domova	Iva Bezděková	4987
regsmluv	06.03.2017	zpravy.iDNES.cz	Podivné zakázky českých špitálů: díky výjimce nakupují bez tendrů	00	Zprávy / Domácí	MF DNES, Iva Bezděková	3974
regsmluv	05.03.2017	lidovky.cz	BERG: Dvě minuty rozdílu a pět názorů. Proč někteří poslanci neudrží myšlenku?	00	Zprávy / Názory	Michal Berg, podnikatel v oblasti IT a místopředseda Stran	6700
regsmluv	03.03.2017	Mladá fronta DNES	Utají Budvar smlouvy před konkurencí? Rozhodne Senát	13	Jižní Čechy	Martin Beneš	5041
regsmluv	03.03.2017	iHNed.cz	Důvěra ve vládu v únoru klesala, prezidentovi stále věří více než polovina veřejnosti	00		ČTK, hec	2086
regsmluv	02.03.2017	Mladá fronta DNES	Exekutor v patách. Přesto sportoviště dostalo dotaci	15	Brno a jižní Morava	Jana Ustohalová	5162
regsmluv	01.03.2017	aktualne.cz	Co má zmizet z registru smluv? Projděte si, jaké informace chtějí poslanci utajit	00	Domácí	Jan Úšela, Tomáš Kunc, Štěpán Plaček	386
regsmluv	01.03.2017	zpravy.rozhlas.cz	'Nejroztomilejší vězeň v historii.' Nizozemští policisté splnili 99leté babičce sen a zatkli ji	00	svet	dp	3035
regsmluv	01.03.2017	zpravy.rozhlas.cz	'Nepoznali, že jsem Čech.' Tanečník Polášek zazářil na sambodromu v Riu	00	svet	David Koubek	3824
regsmluv	01.03.2017	zpravy.rozhlas.cz	Stát inspiroval k vydání korunových dluhopisů za 121 miliard. Úřady tápou, od koho vybírat daň	00	ekonomika	Kristýna Novotná	8811
regsmluv	01.03.2017	zpravy.rozhlas.cz	Odposlechy nelze použít ani ve druhé části kauzy Rath, jsou nezákonné, rozhodl soud	00	domaci	Ondřej Golis	8404
regsmluv	28.02.2017	Lidové noviny	Registr smluv zmizel z pořadu ČT	01	Titulní strana	ONDŘEJ KOUTNÍK	4503
regsmluv	28.02.2017	iHNed.cz	Lidovci slíbili registr smluv, pak hlasovali opačně. Napravíme to, omlouvá se Bělobrádek	00		Radek Bartoníček	3197
regsmluv	28.02.2017	lidovky.cz	O registru smluv se v Otázkách na ČT nemluvilo. Přestože to bylo v plánu	00	Zprávy / Domov	Lidové noviny, Ondřej Koutník	1144
regsmluv	28.02.2017	iHNed.cz	Z registru zmizí zakázky za 150 miliard, přístup lidovců je rána pro volební koalici, říká Farský ze STAN	00		DVTV	517
regsmluv	28.02.2017	Právo	Lídrem pirátů je Jiránek	10	Severovýchodní Čechy	(lž)	848
regsmluv	28.02.2017	aktualne.cz	Jednání běží dál, tvrdí KDU-ČSL i Starostové. Zatím si neplácli, napětí zvyšují problémy obou stran	00	Domácí	Radek Bartoníček	5218
regsmluv	28.02.2017	iHNed.cz	Vlastního kandidáta na Hrad nepostavíme, nechceme drobit síly v přímé volbě, řekl Kalousek v DVTV	00		Radek Dragoun	3502
regsmluv	28.02.2017	iHNed.cz	Sdílená ekonomika chátrá, i když pár firem vzkvétá	00		Petr Johanes	9540
regsmluv	28.02.2017	novinky.cz	Pozor na telefonáty z berňáku, mohou vás přivést do potíží	00	Ekonomika	Jindřich Ginter	4356
regsmluv	28.02.2017	Právo	Pozor na telefonáty z berňáku, mohou vás přivést do potíží	01	Titulní strana	Jindřich Ginter	4285
regsmluv	27.02.2017	zpravy.rozhlas.cz	ANKETA: Proč 80 poslanců "okleštilo" registr smluv? Je to složité, obhajují novelu zákonodárci	00	domaci	Hana Mazancová	441
regsmluv	27.02.2017	Právo	Spor s bezpečnostní agenturou zavřel o víkendu Národní galerii	07	Zpravodajství	(ČTK, zr)	1624
regsmluv	27.02.2017	Lidové noviny	Národní galerie zavřela. Nemá hlídání	09	Kultura	kul, čtk	2897
regsmluv	27.02.2017	zpravy.rozhlas.cz	Starostům a nezávislým radí Krejčířův muž. Řeší s ním personální nominace	00	domaci	Marie Bastlová	6749
regsmluv	27.02.2017	novinky.cz	Fiala: Na rozdíl od plánů soc. dem. je rovná daň výhodná i spravedlivá	00	Domácí	Jan Martinek	15199
regsmluv	26.02.2017	zpravy.iDNES.cz	Kvůli sporu s ostrahou zůstane Národní galerie uzavřená až do úterý	00	Zprávy / Domácí	iDNES.cz, ČTK	2686
regsmluv	26.02.2017	zpravy.rozhlas.cz	Národní galerie zůstává zavřená. Návštěvníky opět přivítá v úterý, sdělil ředitel Fajt	00	domaci	Martina Spěváčková, ČTK	2617
regsmluv	26.02.2017	lidovky.cz	Národní galerie zůstává zavřená. Důkaz neschopnosti Fajta s Hermanem, kritizuje Knížák	00	Zprávy / Domov	ČTK	3086
regsmluv	26.02.2017	zpravy.iDNES.cz	Se Sobotkou se míjíme, je velmi formální, byrokratický, řekl Babiš	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	8691
regsmluv	25.02.2017	Mladá fronta DNES	Operátor ICT bude dále zveřejňovat smlouvy	17	Praha	(et)	713
regsmluv	25.02.2017	aktualne.cz	Národní galerie nečekaně zavřela všechny své budovy. Údajně má problémy s bezpečnostní agenturou	00	Domácí	ČTK	2543
regsmluv	25.02.2017	Lidové noviny	DOPISY REDAKCI	12	Horizont		1957
regsmluv	25.02.2017	lidovky.cz	Národní galerie zavřela všechny budovy. Kvůli sporům s ochrankou	00	Zprávy / Domov	ČTK	2237
regsmluv	25.02.2017	zpravy.iDNES.cz	Národní galerie uzavřela všechny budovy. Zaměstnanci ochranky nepřišli	00	Zprávy / Domácí	iDNES.cz, Alena Beníšková	2506
regsmluv	25.02.2017	novinky.cz	Babiš obhájil post předsedy. Jsem urputné hovado, řekl ve svém projevu	00	Domácí	bja	2819
regsmluv	25.02.2017	iHNed.cz	Národní galerie zavřela všechny budovy. Bezpečnostní agentura tvrdí, že jí instituce dluží 6 milionů	00		ČTK, kul	3659
regsmluv	25.02.2017	Právo	Fiala: Na rozdíl od plánů soc. dem. je rovná daň výhodná i spravedlivá	07	Rozhovor	Jan Martinek	14815
regsmluv	24.02.2017	aktualne.cz	Lidovci v programu slibovali registr smluv, Bělobrádek to nevěděl. Napravíme to v Senátu, tvrdí	00	Domácí	Radek Dragoun	2498
regsmluv	24.02.2017	zpravy.iDNES.cz	Lidovci zkusí vrátit povinnost státních firem zveřejňovat smlouvy	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	2098
